datetime,traffic_volume,avg_speed,weather,temperature,rain_intensity,event,accident,vehicle_type,hour,day_of_week,congestion_level,location_id
2017-05-18 09:00:00,291.0,50.9,Drizzle,282.27,0.0,1,0,bike,9,3,Medium,1
2017-05-18 10:00:00,308.0,49.2,Rain,282.46,0.0,0,0,bus,10,3,Medium,1
2017-05-18 10:00:00,318.0,48.2,Drizzle,282.46,0.0,0,0,bus,10,3,Medium,1
2017-05-18 11:00:00,349.0,45.1,Rain,282.95,0.0,0,0,bike,11,3,Medium,1
2017-05-18 12:00:00,316.0,48.4,Rain,283.08,0.0,0,0,bike,12,3,Medium,1
2017-05-18 13:00:00,353.0,44.699999999999996,Rain,283.61,0.0,0,0,bus,13,3,Medium,1
2017-05-18 14:00:00,364.0,43.6,Clouds,284.09,0.0,0,0,bus,14,3,Medium,1
2017-05-18 15:00:00,390.0,41.0,Clouds,284.62,0.0,0,0,bus,15,3,Medium,1
2017-05-18 16:00:00,364.0,43.6,Clouds,284.65,0.0,0,0,bike,16,3,Medium,1
2017-05-18 17:00:00,371.0,42.9,Clouds,284.88,0.0,0,0,bike,17,3,Medium,1
2017-05-18 18:00:00,409.0,39.099999999999994,Clouds,284.84,0.0,1,0,car,18,3,High,1
2017-05-18 19:00:00,416.0,38.4,Clouds,284.75,0.0,1,0,car,19,3,High,1
2017-05-18 20:00:00,427.0,37.3,Clouds,285.01,0.0,0,0,bus,20,3,High,1
2017-05-18 21:00:00,436.0,36.4,Clear,283.9,0.0,0,0,bike,21,3,High,1
2017-05-18 22:00:00,456.0,34.4,Clouds,281.96,0.0,0,0,bike,22,3,High,1
2017-05-18 23:00:00,434.0,36.599999999999994,Clear,281.09,0.0,0,0,car,23,3,High,1
2017-05-19 00:00:00,206.0,59.4,Clear,280.49,0.0,0,0,bus,0,4,Medium,1
2017-05-19 01:00:00,210.0,59.0,Mist,280.09,0.0,0,0,bike,1,4,Medium,1
2017-05-19 02:00:00,248.0,55.2,Clear,279.62,0.0,0,0,bus,2,4,Medium,1
2017-05-19 03:00:00,251.0,54.9,Clear,279.75,0.0,0,0,car,3,4,Medium,1
2017-05-19 04:00:00,236.0,56.4,Clear,279.88,0.0,0,0,bus,4,4,Medium,1
2017-05-19 05:00:00,243.0,55.7,Clear,279.82,0.0,0,0,bus,5,4,Medium,1
2017-05-19 06:00:00,260.0,54.0,Clear,279.35,0.0,0,0,bike,6,4,Medium,1
2017-05-19 07:00:00,288.0,51.2,Clear,279.02,0.0,0,0,car,7,4,Medium,1
2017-05-19 08:00:00,305.0,49.5,Clouds,279.48,0.0,1,0,car,8,4,Medium,1
2017-05-19 09:00:00,318.0,48.2,Clouds,280.15,0.0,1,0,bike,9,4,Medium,1
2017-05-19 10:00:00,313.0,48.7,Clouds,280.95,0.0,0,0,car,10,4,Medium,1
2017-05-19 11:00:00,318.0,48.2,Clouds,281.41,0.0,0,0,bike,11,4,Medium,1
2017-05-19 12:00:00,311.0,48.9,Clear,282.36,0.0,0,0,car,12,4,Medium,1
2017-05-19 13:00:00,357.0,44.3,Clear,283.09,0.0,0,0,car,13,4,Medium,1
2017-05-19 14:00:00,378.0,42.199999999999996,Clear,284.09,0.0,0,0,car,14,4,Medium,1
2017-05-19 15:00:00,375.0,42.5,Clear,284.62,0.0,0,0,bike,15,4,Medium,1
2017-05-19 16:00:00,387.0,41.3,Clouds,285.22,0.0,0,0,bike,16,4,Medium,1
2017-05-19 17:00:00,411.0,38.9,Clear,285.51,0.0,0,0,car,17,4,High,1
2017-05-19 18:00:00,371.0,42.9,Clouds,285.62,0.0,1,0,bus,18,4,Medium,1
2017-05-19 19:00:00,432.0,36.8,Clouds,285.42,0.0,1,0,bike,19,4,High,1
2017-05-19 20:00:00,422.0,37.8,Clouds,284.78,0.0,0,0,bike,20,4,High,1
2017-05-19 21:00:00,428.0,37.199999999999996,Clouds,284.62,0.0,0,0,car,21,4,High,1
2017-05-19 22:00:00,424.0,37.599999999999994,Clouds,284.44,0.0,0,0,bus,22,4,High,1
2017-05-19 23:00:00,445.0,35.5,Clouds,283.75,0.0,0,0,bus,23,4,High,1
2017-05-20 00:00:00,242.0,55.8,Clouds,283.42,0.0,0,0,bike,0,5,Medium,1
2017-05-20 01:00:00,219.0,58.099999999999994,Clouds,283.09,0.0,0,0,bike,1,5,Medium,1
2017-05-20 02:00:00,221.0,57.9,Clouds,282.69,0.0,0,0,bike,2,5,Medium,1
2017-05-20 03:00:00,255.0,54.5,Clouds,282.42,0.0,0,0,car,3,5,Medium,1
2017-05-20 04:00:00,267.0,53.3,Clouds,282.15,0.0,0,0,bike,4,5,Medium,1
2017-05-20 05:00:00,273.0,52.7,Clouds,281.84,0.0,0,0,bus,5,5,Medium,1
2017-05-20 06:00:00,296.0,50.4,Drizzle,281.55,0.0,0,0,car,6,5,Medium,1
2017-05-20 07:00:00,281.0,51.9,Clouds,281.44,0.0,0,0,car,7,5,Medium,1
2017-05-20 08:00:00,293.0,50.7,Rain,280.75,0.0,1,0,bus,8,5,Medium,1
2017-05-20 09:00:00,300.0,50.0,Rain,280.09,0.0,1,0,bike,9,5,Medium,1
2017-05-20 09:00:00,323.0,47.699999999999996,Drizzle,280.09,0.0,1,0,bike,9,5,Medium,1
2017-05-20 10:00:00,308.0,49.2,Rain,279.89,0.0,0,0,bike,10,5,Medium,1
2017-05-20 10:00:00,328.0,47.199999999999996,Drizzle,279.89,0.0,0,0,bike,10,5,Medium,1
2017-05-20 11:00:00,353.0,44.699999999999996,Rain,279.29,0.0,0,0,bus,11,5,Medium,1
2017-05-20 11:00:00,351.0,44.9,Mist,279.29,0.0,0,0,bus,11,5,Medium,1
2017-05-20 11:00:00,361.0,43.9,Drizzle,279.29,0.0,0,0,bus,11,5,Medium,1
2017-05-20 12:00:00,343.0,45.699999999999996,Rain,279.15,0.0,0,0,bike,12,5,Medium,1
2017-05-20 12:00:00,342.0,45.8,Mist,279.15,0.0,0,0,car,12,5,Medium,1
2017-05-20 13:00:00,369.0,43.1,Rain,279.02,0.0,0,0,car,13,5,Medium,1
2017-05-20 13:00:00,368.0,43.199999999999996,Mist,279.02,0.0,0,0,bike,13,5,Medium,1
2017-05-20 14:00:00,362.0,43.8,Rain,279.42,0.0,0,0,bike,14,5,Medium,1
2017-05-20 14:00:00,368.0,43.199999999999996,Mist,279.42,0.0,0,0,car,14,5,Medium,1
2017-05-20 15:00:00,359.0,44.1,Rain,279.88,0.0,0,0,car,15,5,Medium,1
2017-05-20 15:00:00,345.0,45.5,Mist,279.88,0.0,0,0,bike,15,5,Medium,1
2017-05-20 16:00:00,400.0,40.0,Rain,280.22,0.0,0,0,bike,16,5,Medium,1
2017-05-20 16:00:00,413.0,38.699999999999996,Mist,280.22,0.0,0,0,bus,16,5,High,1
2017-05-20 17:00:00,382.0,41.8,Rain,280.69,0.0,0,0,bus,17,5,Medium,1
2017-05-20 17:00:00,404.0,39.599999999999994,Mist,280.69,0.0,0,0,bus,17,5,High,1
2017-05-20 18:00:00,404.0,39.599999999999994,Drizzle,281.02,0.0,1,0,bus,18,5,High,1
2017-05-20 18:00:00,432.0,36.8,Rain,281.02,0.0,1,0,bus,18,5,High,1
2017-05-20 18:00:00,434.0,36.599999999999994,Mist,281.02,0.0,1,0,bike,18,5,High,1
2017-05-20 19:00:00,432.0,36.8,Rain,281.28,0.0,1,0,bike,19,5,High,1
2017-05-20 19:00:00,411.0,38.9,Mist,281.28,0.0,1,0,bus,19,5,High,1
2017-05-20 19:00:00,403.0,39.699999999999996,Drizzle,281.28,0.0,1,0,car,19,5,High,1
2017-05-20 20:00:00,432.0,36.8,Rain,281.62,0.0,0,0,car,20,5,High,1
2017-05-20 20:00:00,401.0,39.9,Mist,281.62,0.0,0,0,bus,20,5,High,1
2017-05-20 20:00:00,448.0,35.199999999999996,Drizzle,281.62,0.0,0,0,bike,20,5,High,1
2017-05-20 21:00:00,420.0,38.0,Drizzle,281.62,0.0,0,0,bus,21,5,High,1
2017-05-20 21:00:00,453.0,34.699999999999996,Mist,281.62,0.0,0,0,car,21,5,High,1
2017-05-20 21:00:00,451.0,34.9,Rain,281.62,0.0,0,0,bike,21,5,High,1
2017-05-20 22:00:00,430.0,37.0,Drizzle,281.68,0.0,0,0,car,22,5,High,1
2017-05-20 22:00:00,463.0,33.699999999999996,Mist,281.68,0.0,0,0,bus,22,5,High,1
2017-05-20 22:00:00,464.0,33.599999999999994,Rain,281.68,0.0,0,0,car,22,5,High,1
2017-05-20 23:00:00,425.0,37.5,Drizzle,281.95,0.0,0,0,car,23,5,High,1
2017-05-20 23:00:00,425.0,37.5,Mist,281.95,0.0,0,0,car,23,5,High,1
2017-05-20 23:00:00,478.0,32.199999999999996,Rain,281.95,0.0,0,0,bike,23,5,High,1
2017-05-21 00:00:00,233.0,56.7,Drizzle,282.22,0.0,0,0,bus,0,6,Medium,1
2017-05-21 00:00:00,237.0,56.3,Rain,282.22,0.0,0,0,car,0,6,Medium,1
2017-05-21 00:00:00,240.0,56.0,Mist,282.22,0.0,0,0,bus,0,6,Medium,1
2017-05-21 01:00:00,245.0,55.5,Drizzle,282.62,0.0,0,0,bus,1,6,Medium,1
2017-05-21 01:00:00,251.0,54.9,Rain,282.62,0.0,0,0,car,1,6,Medium,1
2017-05-21 02:00:00,239.0,56.099999999999994,Mist,282.82,0.0,0,0,bike,2,6,Medium,1
2017-05-21 02:00:00,266.0,53.4,Drizzle,282.82,0.0,0,0,bike,2,6,Medium,1
2017-05-21 02:00:00,264.0,53.599999999999994,Rain,282.82,0.0,0,0,bus,2,6,Medium,1
2017-05-21 03:00:00,287.0,51.3,Mist,282.89,0.0,0,0,bus,3,6,Medium,1
2017-05-21 03:00:00,279.0,52.099999999999994,Drizzle,282.89,0.0,0,0,bike,3,6,Medium,1
2017-05-21 04:00:00,256.0,54.4,Mist,283.09,0.0,0,0,bike,4,6,Medium,1
2017-05-21 04:00:00,290.0,51.0,Drizzle,283.09,0.0,0,0,car,4,6,Medium,1
2017-05-21 05:00:00,250.0,55.0,Rain,283.22,0.0,0,0,bike,5,6,Medium,1
2017-05-21 05:00:00,256.0,54.4,Mist,283.22,0.0,0,0,bike,5,6,Medium,1
2017-05-21 05:00:00,292.0,50.8,Drizzle,283.22,0.0,0,0,bus,5,6,Medium,1
2017-05-21 06:00:00,303.0,49.7,Rain,282.95,0.0,0,0,bus,6,6,Medium,1
2017-05-21 06:00:00,308.0,49.2,Mist,282.95,0.0,0,0,bus,6,6,Medium,1
2017-05-21 06:00:00,307.0,49.3,Drizzle,282.95,0.0,0,0,bike,6,6,Medium,1
2017-05-21 07:00:00,290.0,51.0,Rain,282.62,0.0,0,0,bike,7,6,Medium,1
2017-05-21 07:00:00,310.0,49.0,Mist,282.62,0.0,0,0,bus,7,6,Medium,1
2017-05-21 07:00:00,295.0,50.5,Drizzle,282.62,0.0,0,0,bus,7,6,Medium,1
2017-05-21 08:00:00,332.0,46.8,Mist,282.49,0.0,1,0,bus,8,6,Medium,1
2017-05-21 08:00:00,281.0,51.9,Drizzle,282.49,0.0,1,0,bike,8,6,Medium,1
2017-05-21 09:00:00,342.0,45.8,Mist,282.42,0.0,1,0,bike,9,6,Medium,1
2017-05-21 09:00:00,324.0,47.6,Drizzle,282.42,0.0,1,0,bus,9,6,Medium,1
2017-05-21 10:00:00,333.0,46.699999999999996,Mist,282.75,0.0,0,0,bike,10,6,Medium,1
2017-05-21 10:00:00,322.0,47.8,Rain,282.75,0.0,0,0,bus,10,6,Medium,1
2017-05-21 10:00:00,313.0,48.7,Drizzle,282.75,0.0,0,0,car,10,6,Medium,1
2017-05-21 11:00:00,366.0,43.4,Mist,283.01,0.0,0,0,bus,11,6,Medium,1
2017-05-21 11:00:00,310.0,49.0,Drizzle,283.01,0.0,0,0,bike,11,6,Medium,1
2017-05-21 11:00:00,321.0,47.9,Rain,283.01,0.0,0,0,car,11,6,Medium,1
2017-05-21 12:00:00,325.0,47.5,Drizzle,283.15,0.0,0,0,bus,12,6,Medium,1
2017-05-21 12:00:00,356.0,44.4,Mist,283.15,0.0,0,0,bus,12,6,Medium,1
2017-05-21 12:00:00,367.0,43.3,Rain,283.15,0.0,0,0,bus,12,6,Medium,1
2017-05-21 13:00:00,369.0,43.1,Rain,283.15,0.0,0,0,bike,13,6,Medium,1
2017-05-21 13:00:00,385.0,41.5,Mist,283.15,0.0,0,0,car,13,6,Medium,1
2017-05-21 13:00:00,388.0,41.199999999999996,Drizzle,283.15,0.0,0,0,bike,13,6,Medium,1
2017-05-21 14:00:00,342.0,45.8,Rain,282.75,0.0,0,0,bus,14,6,Medium,1
2017-05-21 14:00:00,398.0,40.199999999999996,Mist,282.75,0.0,0,0,bus,14,6,Medium,1
2017-05-21 15:00:00,393.0,40.699999999999996,Mist,282.65,0.0,0,0,bus,15,6,Medium,1
2017-05-21 16:00:00,367.0,43.3,Drizzle,282.46,0.0,0,0,car,16,6,Medium,1
2017-05-21 16:00:00,405.0,39.5,Rain,282.46,0.0,0,0,bus,16,6,High,1
2017-05-21 17:00:00,373.0,42.699999999999996,Haze,281.94,0.0,0,0,car,17,6,Medium,1
2017-05-21 18:00:00,423.0,37.699999999999996,Rain,281.68,0.0,1,0,bike,18,6,High,1
2017-05-21 18:00:00,430.0,37.0,Mist,281.68,0.0,1,0,bus,18,6,High,1
2017-05-21 19:00:00,428.0,37.199999999999996,Drizzle,281.4,0.0,1,0,bike,19,6,High,1
2017-05-21 19:00:00,397.0,40.3,Mist,281.4,0.0,1,0,car,19,6,Medium,1
2017-05-21 20:00:00,429.0,37.099999999999994,Rain,281.21,0.0,0,0,bike,20,6,High,1
2017-05-21 20:00:00,432.0,36.8,Mist,281.21,0.0,0,0,bus,20,6,High,1
2017-05-21 20:00:00,409.0,39.099999999999994,Drizzle,281.21,0.0,0,0,bike,20,6,High,1
2017-05-21 21:00:00,435.0,36.5,Drizzle,281.03,0.0,0,0,bike,21,6,High,1
2017-05-21 21:00:00,428.0,37.199999999999996,Mist,281.03,0.0,0,0,car,21,6,High,1
2017-05-21 22:00:00,449.0,35.099999999999994,Drizzle,280.75,0.0,0,0,bus,22,6,High,1
2017-05-21 22:00:00,468.0,33.199999999999996,Rain,280.75,0.0,0,0,bus,22,6,High,1
2017-05-21 23:00:00,453.0,34.699999999999996,Drizzle,280.72,0.0,0,0,car,23,6,High,1
2017-05-22 00:00:00,195.0,60.5,Drizzle,280.86,0.0,0,0,bike,0,0,Low,1
2017-05-22 01:00:00,187.0,61.3,Drizzle,280.75,0.0,0,0,bus,1,0,Low,1
2017-05-22 01:00:00,208.0,59.2,Rain,280.75,0.0,0,0,car,1,0,Medium,1
2017-05-22 02:00:00,221.0,57.9,Drizzle,280.62,0.0,0,0,car,2,0,Medium,1
2017-05-22 03:00:00,252.0,54.8,Drizzle,280.48,0.0,0,0,car,3,0,Medium,1
2017-05-22 04:00:00,269.0,53.099999999999994,Clouds,280.09,0.0,0,0,bike,4,0,Medium,1
2017-05-22 05:00:00,267.0,53.3,Clear,280.09,0.0,0,0,car,5,0,Medium,1
2017-05-22 06:00:00,286.0,51.4,Clear,280.02,0.0,0,0,bike,6,0,Medium,1
2017-05-22 07:00:00,265.0,53.5,Clear,280.22,0.0,0,0,car,7,0,Medium,1
2017-05-22 08:00:00,275.0,52.5,Clouds,281.86,0.0,1,0,car,8,0,Medium,1
2017-05-22 09:00:00,309.0,49.099999999999994,Clouds,283.88,0.0,1,0,bike,9,0,Medium,1
2017-05-22 10:00:00,280.0,52.0,Clouds,285.48,0.0,0,0,bus,10,0,Medium,1
2017-05-22 11:00:00,297.0,50.3,Clouds,286.95,0.0,0,0,bike,11,0,Medium,1
2017-05-22 12:00:00,326.0,47.4,Clouds,288.08,0.0,0,0,bus,12,0,Medium,1
2017-05-22 13:00:00,312.0,48.8,Clouds,288.89,0.0,0,0,bike,13,0,Medium,1
2017-05-22 14:00:00,350.0,45.0,Clouds,289.69,0.0,0,0,car,14,0,Medium,1
2017-05-22 15:00:00,342.0,45.8,Clear,290.15,0.0,0,0,bike,15,0,Medium,1
2017-05-22 16:00:00,340.0,46.0,Clouds,290.88,0.0,0,0,bike,16,0,Medium,1
2017-05-22 17:00:00,391.0,40.9,Clouds,290.95,0.0,0,0,bus,17,0,Medium,1
2017-05-22 18:00:00,378.0,42.199999999999996,Clouds,290.69,0.0,1,0,car,18,0,Medium,1
2017-05-22 19:00:00,416.0,38.4,Clouds,290.15,0.0,1,0,bus,19,0,High,1
2017-05-22 20:00:00,371.0,42.9,Clouds,289.09,0.0,0,0,bike,20,0,Medium,1
2017-05-22 21:00:00,382.0,41.8,Clouds,287.49,0.0,0,0,bike,21,0,Medium,1
2017-05-22 22:00:00,415.0,38.5,Rain,286.36,0.0,0,0,bus,22,0,High,1
2017-05-22 23:00:00,449.0,35.099999999999994,Rain,285.43,0.0,0,0,car,23,0,High,1
2017-05-22 23:00:00,403.0,39.699999999999996,Drizzle,285.43,0.0,0,0,car,23,0,High,1
2017-05-23 00:00:00,197.0,60.3,Rain,284.76,0.0,0,0,bus,0,1,Low,1
2017-05-23 01:00:00,242.0,55.8,Rain,283.6,0.0,0,0,car,1,1,Medium,1
2017-05-23 02:00:00,195.0,60.5,Rain,283.16,0.0,0,0,car,2,1,Low,1
2017-05-23 02:00:00,249.0,55.099999999999994,Drizzle,283.16,0.0,0,0,car,2,1,Medium,1
2017-05-23 03:00:00,237.0,56.3,Rain,282.78,0.0,0,0,bike,3,1,Medium,1
2017-05-23 04:00:00,252.0,54.8,Drizzle,282.91,0.0,0,0,car,4,1,Medium,1
2017-05-23 05:00:00,238.0,56.2,Clear,282.75,0.0,0,0,car,5,1,Medium,1
2017-05-23 06:00:00,245.0,55.5,Clouds,282.69,0.0,0,0,bike,6,1,Medium,1
2017-05-23 07:00:00,271.0,52.9,Clouds,282.42,0.0,0,0,bus,7,1,Medium,1
2017-05-23 08:00:00,283.0,51.7,Rain,282.82,0.0,1,0,car,8,1,Medium,1
2017-05-23 09:00:00,275.0,52.5,Rain,283.28,0.0,1,0,bike,9,1,Medium,1
2017-05-23 10:00:00,284.0,51.599999999999994,Drizzle,284.52,0.0,0,0,car,10,1,Medium,1
2017-05-23 11:00:00,324.0,47.6,Rain,285.55,0.0,0,0,bus,11,1,Medium,1
2017-05-23 11:00:00,306.0,49.4,Drizzle,285.55,0.0,0,0,car,11,1,Medium,1
2017-05-23 12:00:00,328.0,47.199999999999996,Rain,286.28,0.0,0,0,bike,12,1,Medium,1
2017-05-23 12:00:00,322.0,47.8,Drizzle,286.28,0.0,0,0,bike,12,1,Medium,1
2017-05-23 13:00:00,355.0,44.5,Rain,286.75,0.0,0,0,bike,13,1,Medium,1
2017-05-23 14:00:00,329.0,47.1,Rain,287.58,0.0,0,0,bike,14,1,Medium,1
2017-05-23 15:00:00,361.0,43.9,Rain,287.65,0.0,0,0,bike,15,1,Medium,1
2017-05-23 16:00:00,345.0,45.5,Rain,288.02,0.0,0,0,bike,16,1,Medium,1
2017-05-23 17:00:00,365.0,43.5,Rain,287.65,0.0,0,0,bus,17,1,Medium,1
2017-05-23 18:00:00,378.0,42.199999999999996,Clouds,288.02,0.0,1,0,bus,18,1,Medium,1
2017-05-23 19:00:00,415.0,38.5,Rain,288.09,0.0,1,0,bus,19,1,High,1
2017-05-23 20:00:00,389.0,41.099999999999994,Drizzle,287.28,0.0,0,0,bike,20,1,Medium,1
2017-05-23 21:00:00,414.0,38.599999999999994,Rain,286.82,0.0,0,0,bike,21,1,High,1
2017-05-23 22:00:00,402.0,39.8,Rain,285.89,0.0,0,0,bike,22,1,High,1
2017-05-23 23:00:00,431.0,36.9,Clouds,285.22,0.0,0,0,bike,23,1,High,1
2017-05-24 00:00:00,196.0,60.4,Clear,284.35,0.0,0,0,bus,0,2,Low,1
2017-05-24 01:00:00,209.0,59.099999999999994,Clear,283.49,0.0,0,0,car,1,2,Medium,1
2017-05-24 02:00:00,226.0,57.4,Clear,282.53,0.0,0,0,bus,2,2,Medium,1
2017-05-24 03:00:00,241.0,55.9,Clouds,281.84,0.0,0,0,bus,3,2,Medium,1
2017-05-24 04:00:00,259.0,54.099999999999994,Clouds,281.65,0.0,0,0,bike,4,2,Medium,1
2017-05-24 05:00:00,257.0,54.3,Clear,281.27,0.0,0,0,bus,5,2,Medium,1
2017-05-24 06:00:00,256.0,54.4,Clear,281.09,0.0,0,0,bike,6,2,Medium,1
2017-05-24 07:00:00,262.0,53.8,Clouds,281.46,0.0,0,0,bus,7,2,Medium,1
2017-05-24 08:00:00,309.0,49.099999999999994,Clouds,282.08,0.0,1,0,car,8,2,Medium,1
2017-05-24 09:00:00,325.0,47.5,Clouds,283.35,0.0,1,0,car,9,2,Medium,1
2017-05-24 10:00:00,292.0,50.8,Clouds,284.21,0.0,0,0,car,10,2,Medium,1
2017-05-24 11:00:00,307.0,49.3,Clouds,285.54,0.0,0,0,car,11,2,Medium,1
2017-05-24 12:00:00,301.0,49.9,Clouds,287.02,0.0,0,0,bike,12,2,Medium,1
2017-05-24 13:00:00,345.0,45.5,Clouds,287.36,0.0,0,0,bike,13,2,Medium,1
2017-05-24 14:00:00,353.0,44.699999999999996,Clouds,287.75,0.0,0,0,bike,14,2,Medium,1
2017-05-24 15:00:00,334.0,46.6,Clouds,288.21,0.0,0,0,bus,15,2,Medium,1
2017-05-24 16:00:00,344.0,45.6,Clouds,288.61,0.0,0,0,bike,16,2,Medium,1
2017-05-24 17:00:00,351.0,44.9,Clouds,289.15,0.0,0,0,car,17,2,Medium,1
2017-05-24 18:00:00,372.0,42.8,Clouds,289.15,0.0,1,0,car,18,2,Medium,1
2017-05-24 19:00:00,420.0,38.0,Clouds,289.08,0.0,1,0,bus,19,2,High,1
2017-05-24 20:00:00,408.0,39.199999999999996,Clouds,288.88,0.0,0,0,car,20,2,High,1
2017-05-24 21:00:00,430.0,37.0,Clouds,287.9,0.0,0,0,bus,21,2,High,1
2017-05-24 22:00:00,447.0,35.3,Clouds,286.87,0.0,0,0,bike,22,2,High,1
2017-05-24 23:00:00,423.0,37.699999999999996,Clouds,286.3,0.0,0,0,bus,23,2,High,1
2017-05-25 00:00:00,238.0,56.2,Clouds,285.65,0.0,0,0,bike,0,3,Medium,1
2017-05-25 01:00:00,227.0,57.3,Clouds,285.16,0.0,0,0,car,1,3,Medium,1
2017-05-25 02:00:00,261.0,53.9,Clouds,283.99,0.0,0,0,bus,2,3,Medium,1
2017-05-25 03:00:00,267.0,53.3,Mist,282.28,0.0,0,0,car,3,3,Medium,1
2017-05-25 04:00:00,240.0,56.0,Mist,281.56,0.0,0,0,car,4,3,Medium,1
2017-05-25 05:00:00,254.0,54.599999999999994,Mist,281.08,0.0,0,0,bike,5,3,Medium,1
2017-05-25 06:00:00,279.0,52.099999999999994,Mist,280.88,0.0,0,0,car,6,3,Medium,1
2017-05-25 07:00:00,277.0,52.3,Mist,282.01,0.0,0,0,bike,7,3,Medium,1
2017-05-25 07:00:00,291.0,50.9,Fog,282.01,0.0,0,0,bike,7,3,Medium,1
2017-05-25 08:00:00,320.0,48.0,Clear,284.28,0.0,1,0,bus,8,3,Medium,1
2017-05-25 09:00:00,282.0,51.8,Clear,286.48,0.0,1,0,bike,9,3,Medium,1
2017-05-25 10:00:00,295.0,50.5,Clear,288.48,0.0,0,0,bus,10,3,Medium,1
2017-05-25 11:00:00,305.0,49.5,Clouds,289.88,0.0,0,0,car,11,3,Medium,1
2017-05-25 12:00:00,308.0,49.2,Clouds,290.58,0.0,0,0,car,12,3,Medium,1
2017-05-25 13:00:00,368.0,43.199999999999996,Clouds,291.35,0.0,0,0,car,13,3,Medium,1
2017-05-25 14:00:00,355.0,44.5,Clouds,292.15,0.0,0,0,car,14,3,Medium,1
2017-05-25 15:00:00,386.0,41.4,Clouds,292.95,0.0,0,0,bike,15,3,Medium,1
2017-05-25 16:00:00,400.0,40.0,Clouds,293.68,0.0,0,0,car,16,3,Medium,1
2017-05-25 17:00:00,368.0,43.199999999999996,Rain,293.68,0.0,0,0,car,17,3,Medium,1
2017-05-25 18:00:00,408.0,39.199999999999996,Clouds,294.15,0.0,1,0,bus,18,3,High,1
2017-05-25 19:00:00,415.0,38.5,Clouds,294.02,0.0,1,0,bike,19,3,High,1
2017-05-25 20:00:00,432.0,36.8,Clouds,292.84,0.0,0,0,car,20,3,High,1
2017-05-25 21:00:00,430.0,37.0,Drizzle,291.55,0.0,0,0,car,21,3,High,1
2017-05-25 21:00:00,400.0,40.0,Rain,291.55,0.0,0,0,bus,21,3,Medium,1
2017-05-25 22:00:00,453.0,34.699999999999996,Rain,290.84,0.0,0,0,car,22,3,High,1
2017-05-25 23:00:00,474.0,32.599999999999994,Rain,290.09,0.0,0,0,bus,23,3,High,1
2017-05-26 00:00:00,215.0,58.5,Rain,289.42,0.0,0,0,car,0,4,Medium,1
2017-05-26 01:00:00,215.0,58.5,Clouds,289.28,0.0,0,0,bus,1,4,Medium,1
